0.01 0.00339743 0.00339743 2 1 0
0.0103599 0.00354141 0.00354141 1 1 0
0.0107201 0.00368641 0.00368641 1 1 0
0.0114412 0.00397938 0.00397938 1 1 0
0.0128871 0.00457656 0.00457656 1 1 0
0.0147028 0.0053426 0.0053426 1 1 0
0.0165301 0.00612856 0.00612856 1 1 0
0.0183719 0.00693281 0.00693281 1 1 0
0.0202315 0.00775393 0.00775393 1 1 0
0.0221123 0.00859063 0.00859063 1 1 0
0.0240178 0.00944171 0.00944171 1 1 0
0.0259517 0.010306 0.010306 1 1 0
0.0279177 0.0111823 0.0111823 1 1 0
0.0299192 0.0120696 0.0120696 1 1 0
0.0319597 0.0129667 0.0129667 1 1 0
0.0340426 0.0138726 0.0138726 1 1 0
0.0361708 0.0147863 0.0147863 1 1 0
0.0383473 0.0157069 0.0157069 1 1 0
0.0405744 0.0166334 0.0166334 1 1 0
0.0428545 0.0175651 0.0175651 1 1 0
0.0451895 0.0185013 0.0185013 1 1 0
0.0475812 0.0194415 0.0194415 1 1 0
0.0500308 0.020385 0.020385 1 1 0
0.0525396 0.0213316 0.0213316 1 1 0
0.0551085 0.0222809 0.0222809 1 1 0
0.0577383 0.0232327 0.0232327 1 1 0
0.0604297 0.0241868 0.0241868 1 1 0
0.0631831 0.0251432 0.0251432 1 1 0
0.065999 0.0261019 0.0261019 1 1 0
0.0688776 0.0270628 0.0270628 1 1 0
0.0718193 0.0280259 0.0280259 1 1 0
0.0748242 0.0289914 0.0289914 1 1 0
0.0778927 0.0299592 0.0299592 1 1 0
0.0810249 0.0309292 0.0309292 1 1 0
0.0842209 0.0319016 0.0319016 1 1 0
0.087481 0.0328761 0.0328761 1 1 0
0.0908053 0.0338525 0.0338525 1 1 0
0.0941938 0.0348306 0.0348306 1 1 0
0.0976465 0.0358099 0.0358099 1 1 0
0.101163 0.0367899 0.0367899 1 1 0
0.104743 0.0377698 0.0377698 1 1 0
0.108387 0.0387489 0.0387489 1 1 0
0.112094 0.0397262 0.0397262 1 1 0
0.115864 0.0407004 0.0407004 1 1 0
0.119695 0.0416699 0.0416699 1 1 0
0.123587 0.042633 0.042633 1 1 0
0.127537 0.0435878 0.0435878 1 1 0
0.131545 0.0445319 0.0445319 1 1 0
0.135609 0.0454627 0.0454627 1 1 0
0.139724 0.0463775 0.0463775 1 1 0
0.14389 0.0472732 0.0472732 1 1 0
0.148102 0.0481464 0.0481464 1 1 0
0.152358 0.0489937 0.0489937 1 1 0
0.156652 0.0498112 0.0498112 1 1 0
0.160982 0.0505953 0.0505953 1 1 0
0.165342 0.0513421 0.0513421 1 1 0
0.169729 0.0520478 0.0520478 1 1 0
0.174138 0.0527088 0.0527088 1 1 0
0.178563 0.0533214 0.0533214 1 1 0
0.183002 0.0538825 0.0538825 1 1 0
0.187449 0.0543891 0.0543891 1 1 0
0.1919 0.0548388 0.0548388 1 1 0
0.196351 0.0552295 0.0552295 1 1 0
0.2008 0.0555597 0.0555597 1 1 0
0.205241 0.0558282 0.0558282 1 1 0
0.209673 0.0560346 0.0560346 1 1 0
0.214093 0.0561789 0.0561789 1 1 0
0.218498 0.0562618 0.0562618 1 1 0
0.222887 0.0562842 0.0562842 1 1 0
0.227257 0.0562478 0.0562478 1 1 0
0.231607 0.0561545 0.0561545 1 1 0
0.235936 0.0560067 0.0560067 1 1 0
0.240243 0.0558071 0.0558071 1 1 0
0.244527 0.0555586 0.0555586 1 1 0
0.248787 0.0552644 0.0552644 1 1 0
0.253023 0.0549278 0.0549278 1 1 0
0.257236 0.0545523 0.0545523 1 1 0
0.261424 0.0541414 0.0541414 1 1 0
0.265589 0.0536985 0.0536985 1 1 0
0.26973 0.0532272 0.0532272 1 1 0
0.273848 0.0527308 0.0527308 1 1 0
0.277943 0.0522126 0.0522126 1 1 0
0.282015 0.0516758 0.0516758 1 1 0
0.286065 0.0511235 0.0511235 1 1 0
0.290094 0.0505586 0.0505586 1 1 0
0.294102 0.0499837 0.0499837 1 1 0
0.29809 0.0494014 0.0494014 1 1 0
0.302058 0.0488141 0.0488141 1 1 0
0.306008 0.0482241 0.0482241 1 1 0
0.309939 0.0476332 0.0476332 1 1 0
0.313852 0.0470433 0.0470433 1 1 0
0.316923 0.0465804 0.0465804 1 1 0
0.320808 0.0459964 0.0459964 2 1 0
0.324676 0.0454177 0.0454177 2 1 0
0.328529 0.0448455 0.0448455 2 1 0
0.332368 0.0442809 0.0442809 2 1 0
0.336193 0.0437248 0.0437248 2 1 0
0.340005 0.043178 0.043178 2 1 0
0.343805 0.0426413 0.0426413 2 1 0
0.347593 0.0421153 0.0421153 2 1 0
0.35137 0.0416004 0.0416004 2 1 0
0.355137 0.0410971 0.0410971 2 1 0
0.358895 0.0406057 0.0406057 2 1 0
0.362643 0.0401265 0.0401265 2 1 0
0.366382 0.0396596 0.0396596 2 1 0
0.370114 0.0392051 0.0392051 2 1 0
0.373839 0.0387633 0.0387633 2 1 0
0.377557 0.038334 0.038334 2 1 0
0.381269 0.0379173 0.0379173 2 1 0
0.384975 0.0375131 0.0375131 2 1 0
0.388676 0.0371214 0.0371214 2 1 0
0.392372 0.036742 0.036742 2 1 0
0.396064 0.0363748 0.0363748 2 1 0
0.399752 0.0360196 0.0360196 2 1 0
0.403437 0.0356763 0.0356763 2 1 0
0.407119 0.0353446 0.0353446 2 1 0
0.410799 0.0350245 0.0350245 2 1 0
0.414476 0.0347155 0.0347155 2 1 0
0.418151 0.0344176 0.0344176 2 1 0
0.421824 0.0341306 0.0341306 2 1 0
0.425496 0.033854 0.033854 2 1 0
0.429167 0.0335878 0.0335878 2 1 0
0.432837 0.0333317 0.0333317 2 1 0
0.436506 0.0330855 0.0330855 2 1 0
0.440175 0.0328488 0.0328488 2 1 0
0.443843 0.0326215 0.0326215 2 1 0
0.447511 0.0324034 0.0324034 2 1 0
0.451179 0.0321941 0.0321941 2 1 0
0.454846 0.0319934 0.0319934 2 1 0
0.458514 0.0318012 0.0318012 2 1 0
0.462182 0.0316171 0.0316171 2 1 0
0.46585 0.031441 0.031441 2 1 0
0.469518 0.0312726 0.0312726 2 1 0
0.473187 0.0311117 0.0311117 2 1 0
0.476856 0.030958 0.030958 2 1 0
0.480525 0.0308115 0.0308115 2 1 0
0.484194 0.0306718 0.0306718 2 1 0
0.487864 0.0305387 0.0305387 2 1 0
0.491533 0.0304121 0.0304121 2 1 0
0.495204 0.0302918 0.0302918 2 1 0
0.498874 0.0301775 0.0301775 2 1 0
0.502544 0.0300691 0.0300691 2 1 0
0.506215 0.0299665 0.0299665 2 1 0
0.509885 0.0298694 0.0298694 2 1 0
0.513556 0.0297776 0.0297776 2 1 0
0.517226 0.0296911 0.0296911 2 1 0
0.520897 0.0296096 0.0296096 2 1 0
0.524567 0.029533 0.029533 2 1 0
0.528237 0.0294611 0.0294611 2 1 0
0.531907 0.0293939 0.0293939 2 1 0
